input,Task Priority,Task Complexity,Required Skills,Deadline,NTS_skills,importance
"Design and deploy a machine learning model using Marketing and Scrum to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Excel and GraphQL teams. Target completion date: engineering.",medium,8,"Marketing, Scrum, Excel, GraphQL",12/10/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using Python and Testing to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Machine Learning and Business Intelligence teams. Target completion date: legal.",medium,5,"Python, Testing, Machine Learning, Business Intelligence",11/24/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 2, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Develop an interactive dashboard using JavaScript and TensorFlow to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Scrum and FastAPI teams to finalize metrics.
The project is due by HR.",medium,6,"JavaScript, TensorFlow, Scrum, FastAPI",11/24/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 4, ""collaboration"": 2, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 2}"
"Develop an interactive dashboard using Excel and Power BI to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Docker and TypeScript teams to finalize metrics.
The project is due by sales.",high,5,"Excel, Power BI, Docker, TypeScript",11/14/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 1, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using Big Data and TypeScript to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Kubernetes and Security teams. Target completion date: sales.",medium,4,"Big Data, TypeScript, Kubernetes, Security",12/7/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 4, ""collaboration"": 2, ""reasoning"": 2, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using Project Management and NLP to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Collaboration and Marketing teams to finalize metrics.
The project is due by legal.",high,3,"Project Management, NLP, Collaboration, Marketing",11/18/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 2, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Develop an interactive dashboard using Collaboration and Security to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the CI/CD and MongoDB teams to finalize metrics.
The project is due by engineering.",medium,6,"Collaboration, Security, CI/CD, MongoDB",12/3/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 1, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 3}"
"Build an internal web app using Docker, integrated with JIRA for authentication and Excel for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the React team. Final submission expected by marketing.",medium,9,"Docker, JIRA, Excel, React",12/6/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 4, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Develop a marketing analytics solution with Project Management and Data Analysis, integrating campaign data from UI/UX Design.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Django team regularly. Complete this by HR.",medium,4,"Project Management, Data Analysis, UI/UX Design, Django",11/20/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 3, ""collaboration"": 2, ""reasoning"": 3, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 1, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Refactor an existing codebase built with Communication to optimize performance and scalability.
Work will include integrating with Security and updating deployment using Pandas.
Coordinate with stakeholders in the AWS department. Deadline: product.",medium,8,"Communication, Security, Pandas, AWS",11/11/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using AWS and Big Data to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the UI/UX Design and SQL teams. Target completion date: HR.",low,4,"AWS, Big Data, UI/UX Design, SQL",11/26/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 5, ""planning"": 3, ""collaboration"": 2, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 3}"
"Develop a marketing analytics solution with PyTorch and Debugging, integrating campaign data from AWS.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the TensorFlow team regularly. Complete this by product.",medium,4,"PyTorch, Debugging, AWS, TensorFlow",11/26/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 5, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 2, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using MongoDB and Cloud Computing to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the React and JIRA teams. Target completion date: product.",medium,9,"MongoDB, Cloud Computing, React, JIRA",11/26/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 2, ""collaboration"": 2, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 2, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 3}"
"Develop an interactive dashboard using Big Data and MongoDB to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Performance Optimization and Communication teams to finalize metrics.
The project is due by BI.",low,7,"Big Data, MongoDB, Performance Optimization, Communication",11/25/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 2, ""risk_awareness"": 1, ""ownership"": 5, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 2}"
"Build an internal web app using CSS, integrated with UI/UX Design for authentication and Power BI for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Data Analysis team. Final submission expected by design.",low,6,"CSS, UI/UX Design, Power BI, Data Analysis",11/23/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 2, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 1, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 2}"
"Develop a marketing analytics solution with REST APIs and MongoDB, integrating campaign data from Collaboration.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Project Management team regularly. Complete this by legal.",high,5,"REST APIs, MongoDB, Collaboration, Project Management",11/30/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 1, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using Cloud Computing and Data Analysis to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Collaboration and Figma teams. Target completion date: marketing.",medium,6,"Cloud Computing, Data Analysis, Collaboration, Figma",11/18/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 2, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Build an internal web app using SQL, integrated with Security for authentication and Cloud Computing for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Communication team. Final submission expected by product.",low,9,"SQL, Security, Cloud Computing, Communication",11/14/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 2, ""communication"": 2, ""planning"": 3, ""collaboration"": 2, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 3}"
"Refactor an existing codebase built with Debugging to optimize performance and scalability.
Work will include integrating with Machine Learning and updating deployment using CSS.
Coordinate with stakeholders in the Power BI department. Deadline: HR.",high,3,"Debugging, Machine Learning, CSS, Power BI",11/16/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 1, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 1, ""ownership"": 3, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Refactor an existing codebase built with Business Intelligence to optimize performance and scalability.
Work will include integrating with HTML and updating deployment using Flask.
Coordinate with stakeholders in the Collaboration department. Deadline: marketing.",low,4,"Business Intelligence, HTML, Flask, Collaboration",12/6/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 5, ""planning"": 2, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using Node.js and Python to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Kubernetes and Problem Solving teams. Target completion date: marketing.",high,3,"Node.js, Python, Kubernetes, Problem Solving",11/24/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 1, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 4}"
"Refactor an existing codebase built with CSS to optimize performance and scalability.
Work will include integrating with JIRA and updating deployment using Django.
Coordinate with stakeholders in the Communication department. Deadline: HR.",medium,5,"CSS, JIRA, Django, Communication",11/18/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 2, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Collaboration and ETL, integrating campaign data from Security.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Big Data team regularly. Complete this by design.",medium,5,"Collaboration, ETL, Security, Big Data",11/13/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 1, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Pandas and CI/CD, integrating campaign data from Power BI.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Azure team regularly. Complete this by sales.",high,6,"Pandas, CI/CD, Power BI, Azure",12/12/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 4, ""collaboration"": 2, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using SEO and JIRA to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Communication and Agile teams to finalize metrics.
The project is due by product.",high,4,"SEO, JIRA, Communication, Agile",11/16/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using DevOps and TypeScript to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the SQL and UI/UX Design teams. Target completion date: HR.",high,8,"DevOps, TypeScript, SQL, UI/UX Design",11/25/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 4}"
"Develop an interactive dashboard using NumPy and Figma to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the SEO and GraphQL teams to finalize metrics.
The project is due by BI.",medium,6,"NumPy, Figma, SEO, GraphQL",11/17/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 2}"
"Build an internal web app using JavaScript, integrated with FastAPI for authentication and Business Intelligence for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Cloud Computing team. Final submission expected by product.",medium,5,"JavaScript, FastAPI, Business Intelligence, Cloud Computing",12/2/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Refactor an existing codebase built with Collaboration to optimize performance and scalability.
Work will include integrating with Project Management and updating deployment using HTML.
Coordinate with stakeholders in the JavaScript department. Deadline: BI.",high,5,"Collaboration, Project Management, HTML, JavaScript",12/4/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 3, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using Debugging and ETL to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Git and DevOps teams. Target completion date: engineering.",medium,7,"Debugging, ETL, Git, DevOps",11/12/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 2, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using Marketing and SEO to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Git and Data Analysis teams. Target completion date: marketing.",low,5,"Marketing, SEO, Git, Data Analysis",11/29/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 5, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 1, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Build an internal web app using Big Data, integrated with Node.js for authentication and Docker for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Azure team. Final submission expected by engineering.",high,7,"Big Data, Node.js, Docker, Azure",11/20/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 1, ""collaboration"": 2, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using Figma and JavaScript to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Debugging and Node.js teams. Target completion date: sales.",medium,9,"Figma, JavaScript, Debugging, Node.js",12/6/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 2, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 4}"
"Develop an interactive dashboard using Collaboration and Security to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Machine Learning and CSS teams to finalize metrics.
The project is due by engineering.",medium,6,"Collaboration, Security, Machine Learning, CSS",11/15/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 3, ""collaboration"": 2, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 2, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 2, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 2}"
"Develop an interactive dashboard using GraphQL and Power BI to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Cloud Computing and Communication teams to finalize metrics.
The project is due by engineering.",high,8,"GraphQL, Power BI, Cloud Computing, Communication",11/9/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 1, ""ownership"": 5, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using Communication and Testing to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Python and FastAPI teams to finalize metrics.
The project is due by marketing.",medium,8,"Communication, Testing, Python, FastAPI",11/18/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 5, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using NumPy and Agile to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Communication and Security teams. Target completion date: engineering.",medium,9,"NumPy, Agile, Communication, Security",11/27/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Develop a marketing analytics solution with Machine Learning and GraphQL, integrating campaign data from Node.js.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Azure team regularly. Complete this by design.",medium,9,"Machine Learning, GraphQL, Node.js, Azure",11/22/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Marketing and ETL, integrating campaign data from Excel.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Agile team regularly. Complete this by design.",medium,6,"Marketing, ETL, Excel, Agile",12/13/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 4, ""collaboration"": 2, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 2, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Python and Django, integrating campaign data from GraphQL.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Scrum team regularly. Complete this by engineering.",high,8,"Python, Django, GraphQL, Scrum",11/22/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 4}"
"Refactor an existing codebase built with Python to optimize performance and scalability.
Work will include integrating with Flask and updating deployment using Problem Solving.
Coordinate with stakeholders in the Excel department. Deadline: HR.",medium,9,"Python, Flask, Problem Solving, Excel",12/1/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Refactor an existing codebase built with Problem Solving to optimize performance and scalability.
Work will include integrating with Project Management and updating deployment using NLP.
Coordinate with stakeholders in the GraphQL department. Deadline: marketing.",medium,5,"Problem Solving, Project Management, NLP, GraphQL",11/26/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 2, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
